Specimen ID	Nominal Species ID
OG926	Galeocerdo cuvier
OG927	Galeocerdo cuvier
OG928	Galeocerdo cuvier
OG929	Galeocerdo cuvier
OG930	Galeocerdo cuvier
OG931	Galeocerdo cuvier
OG932	Galeocerdo cuvier
OG933	Galeocerdo cuvier
OG934	Galeocerdo cuvier
OG935	Galeocerdo cuvier
OG936	Galeocerdo cuvier
OG937	Galeocerdo cuvier
OG938	Galeocerdo cuvier
OG939	Galeocerdo cuvier
OG940	Galeocerdo cuvier
OG941	Galeocerdo cuvier
OG942	Galeocerdo cuvier
OG943	Galeocerdo cuvier
OG944	Galeocerdo cuvier
OG945	Galeocerdo cuvier
OG946	Galeocerdo cuvier
OG947	Galeocerdo cuvier
OG948	Galeocerdo cuvier
OG949	Galeocerdo cuvier
OG950	Galeocerdo cuvier
OG951	Galeocerdo cuvier
OG952	Galeocerdo cuvier
OG953	Galeocerdo cuvier
OG954	Galeocerdo cuvier
OG955	Galeocerdo cuvier
OG956	Galeocerdo cuvier
OG957	Galeocerdo cuvier
OG958	Galeocerdo cuvier
OG959	Galeocerdo cuvier
OG960	Galeocerdo cuvier
OG961	Galeocerdo cuvier
OG962	Galeocerdo cuvier
OG963	Galeocerdo cuvier
OG964	Galeocerdo cuvier
OG965	Galeocerdo cuvier
OG966	Galeocerdo cuvier
OG967	Galeocerdo cuvier
OG968	Galeocerdo cuvier
OG969	Galeocerdo cuvier
OG970	Galeocerdo cuvier
OG971	Galeocerdo cuvier
OG972	Galeocerdo cuvier
OG973	Galeocerdo cuvier
OG974	Galeocerdo cuvier
OG975	Galeocerdo cuvier
OG976	Galeocerdo cuvier
OG977	Galeocerdo cuvier
OG978	Galeocerdo cuvier
OG979	Galeocerdo cuvier
OG980	Galeocerdo cuvier
OG981	Galeocerdo cuvier
OG982	Galeocerdo cuvier
OG983	Galeocerdo cuvier
OG984	Galeocerdo cuvier
OG985	Galeocerdo cuvier
OG986	Galeocerdo cuvier
OG987	Galeocerdo cuvier
OG988	Galeocerdo cuvier
OG989	Galeocerdo cuvier
OG990	Galeocerdo cuvier
OG991	Galeocerdo cuvier
OG992	Galeocerdo cuvier
OG993	Galeocerdo cuvier
OG994	Galeocerdo cuvier
OG995	Galeocerdo cuvier
OG996	Galeocerdo cuvier
OG997	Galeocerdo cuvier
OG998	Galeocerdo cuvier
OG999	Galeocerdo cuvier
OG1000	Galeocerdo cuvier
OG1001	Galeocerdo cuvier
OG1002	Galeocerdo cuvier
OG1003	Galeocerdo cuvier
OG1004	Galeocerdo cuvier
OG1005	Galeocerdo cuvier
OG1006	Galeocerdo cuvier
OG1007	Galeocerdo cuvier
OG1008	Galeocerdo cuvier
OG1009	Galeocerdo cuvier
OG1010	Galeocerdo cuvier
OG1011	Galeocerdo cuvier
OG1012	Galeocerdo cuvier
OG1013	Galeocerdo cuvier
OG1014	Galeocerdo cuvier
OG1015	Galeocerdo cuvier
OG1016	Galeocerdo cuvier
OG1017	Galeocerdo cuvier
OG1018	Galeocerdo cuvier
OG1019	Galeocerdo cuvier
OG1020	Galeocerdo cuvier
OG1021	Galeocerdo cuvier
OG1022	Galeocerdo cuvier
OG1023	Galeocerdo cuvier
OG1024	Galeocerdo cuvier
OG1025	Galeocerdo cuvier
OG1026	Galeocerdo cuvier
OG1027	Galeocerdo cuvier
OG1028	Galeocerdo cuvier
OG1029	Galeocerdo cuvier
OG1030	Galeocerdo cuvier
OG1031	Galeocerdo cuvier
OG1032	Galeocerdo cuvier
OG1033	Galeocerdo cuvier
OG1034	Galeocerdo cuvier
OG1035	Galeocerdo cuvier
OG1036	Galeocerdo cuvier
OG1037	Galeocerdo cuvier
OG1038	Galeocerdo cuvier
OG1039	Galeocerdo cuvier
OG1040	Galeocerdo cuvier
OG1041	Galeocerdo cuvier
OG1042	Galeocerdo cuvier
OG1043	Galeocerdo cuvier
OG1044	Galeocerdo cuvier
OG1045	Galeocerdo cuvier
OG1046	Galeocerdo cuvier
OG1047	Galeocerdo cuvier
OG1048	Galeocerdo cuvier
OG1049	Galeocerdo cuvier
OG1050	Galeocerdo cuvier
OG1051	Galeocerdo cuvier
OG1052	Galeocerdo cuvier
OG1053	Galeocerdo cuvier
OG1054	Galeocerdo cuvier
OG1055	Galeocerdo cuvier
OG1056	Galeocerdo cuvier
OG1057	Galeocerdo cuvier
OG1058	Galeocerdo cuvier
OG1059	Galeocerdo cuvier
OG1060	Galeocerdo cuvier
OG1061	Galeocerdo cuvier
OG1062	Galeocerdo cuvier
OG1063	Galeocerdo cuvier
OG1064	Galeocerdo cuvier
OG1065	Galeocerdo cuvier
OG1066	Galeocerdo cuvier
OG1067	Galeocerdo cuvier
OG1068	Galeocerdo cuvier
OG1069	Galeocerdo cuvier
OG1070	Galeocerdo cuvier
OG1071	Galeocerdo cuvier
OG1072	Galeocerdo cuvier
OG1073	Galeocerdo cuvier
OG1074	Galeocerdo cuvier
OG1075	Galeocerdo cuvier
OG1076	Galeocerdo cuvier
OG1077	Galeocerdo cuvier
OG1078	Galeocerdo cuvier
OG1079	Galeocerdo cuvier
OG1080	Galeocerdo cuvier
OG1081	Galeocerdo cuvier
OG1082	Galeocerdo cuvier
OG1083	Galeocerdo cuvier
OG1084	Galeocerdo cuvier
OG1085	Galeocerdo cuvier
OG1086	Galeocerdo cuvier
OG1087	Galeocerdo cuvier
OG1088	Galeocerdo cuvier
OG1089	Galeocerdo cuvier
OG1090	Galeocerdo cuvier
OG1091	Galeocerdo cuvier
OG1092	Galeocerdo cuvier
OG1093	Galeocerdo cuvier
OG1094	Galeocerdo cuvier
OG1095	Galeocerdo cuvier
OG1096	Galeocerdo cuvier
OG1097	Galeocerdo cuvier
OG1098	Galeocerdo cuvier
OG1099	Galeocerdo cuvier
OG1100	Galeocerdo cuvier
OG1101	Galeocerdo cuvier
OG1102	Galeocerdo cuvier
OG1103	Galeocerdo cuvier
OG1104	Galeocerdo cuvier
OG1105	Galeocerdo cuvier
OG1106	Galeocerdo cuvier
OG1107	Galeocerdo cuvier
OG1108	Galeocerdo cuvier
OG1109	Galeocerdo cuvier
OG1110	Galeocerdo cuvier
OG1111	Galeocerdo cuvier
OG1112	Galeocerdo cuvier
OG1113	Galeocerdo cuvier
OG1114	Galeocerdo cuvier
OG1115	Galeocerdo cuvier
OG1116	Galeocerdo cuvier
OG1117	Galeocerdo cuvier
OG1118	Galeocerdo cuvier
OG1119	Galeocerdo cuvier
OG1120	Galeocerdo cuvier
OG1121	Galeocerdo cuvier
OG1122	Galeocerdo cuvier
OG1123	Galeocerdo cuvier
OG1124	Galeocerdo cuvier
OG1125	Galeocerdo cuvier
OG1126	Galeocerdo cuvier
OG1127	Galeocerdo cuvier
OG1128	Galeocerdo cuvier
OG1129	Galeocerdo cuvier
OG1130	Galeocerdo cuvier
OG1131	Galeocerdo cuvier
OG1132	Galeocerdo cuvier
OG1133	Galeocerdo cuvier
OG1134	Galeocerdo cuvier
OG1135	Galeocerdo cuvier
OG1136	Galeocerdo cuvier
OG1137	Galeocerdo cuvier
OG1138	Galeocerdo cuvier
OG1139	Galeocerdo cuvier
OG1140	Galeocerdo cuvier
OG1141	Galeocerdo cuvier
OG1142	Galeocerdo cuvier
OG1143	Galeocerdo cuvier
OG1144	Galeocerdo cuvier
OG1145	Galeocerdo cuvier
OG1146	Galeocerdo cuvier
OG1147	Galeocerdo cuvier
OG1148	Galeocerdo cuvier
OG1149	Galeocerdo cuvier
OG1150	Galeocerdo cuvier
OG1151	Galeocerdo cuvier
OG1152	Galeocerdo cuvier
OG1153	Galeocerdo cuvier
OG1154	Galeocerdo cuvier
OG1155	Galeocerdo cuvier
OG1156	Galeocerdo cuvier
OG1157	Galeocerdo cuvier
OG1158	Galeocerdo cuvier
OG1159	Galeocerdo cuvier
